startDate,endDate,evenement,commentaire
1407.0,1407.0,"23 novembre 1407, Sortant de l'hôtel Barbette, le duc d'Orléans est assassiné devant l'actuel hôtel Amelot de Bisseuil. Cet évènement marque le début de la guerre civile entre Armagnacs et Bourguignons.",
1407.0,1408.0,"Hiver rigoureux et long du 10 novembre au 10 avril, l’un des plus froids du Moyen Âge. 66 jours de gelées à Paris. La Seine gèle. Le pont bâti du Petit-Châtelet, le pont Saint-Michel construits en bois ainsi que les maisons du Grand-Pont, sont emportés par les glaces charriées par une crue de la Seine en janvier 1407. Disette.",
1411.0,1411.0,30 juin : Orage épouvantable,
1413.0,1413.0,Révolte des Cabochiens.,
1417.0,1439.0,Étés généralement plus chauds. Vendanges précoces dès la fin août.,
1418.0,1418.0,"Perrinet-Leclerc introduit les Bourguignons dans Paris, par la porte de Buci, qui avaient fait alliance avec les Anglais. 18 000 personnes sont égorgées dans les jours suivants.",
1419.0,1420.0,Hiver rigoureux et long. Abondante chute de neige. Les loups à Paris.,
1420.0,1420.0,"Siège de Paris par Henri V d'Angleterre, qui entre dans Paris, le 1er décembre, ruiné, dévasté et désolé par la disette. La capitale restera 16 ans aux mains des Anglais ou de leurs alliés.",
1421.0,1421.0,Hiver rigoureux et long amenant une famine atroce. On ne rencontre dans les rues que des gens expirant de froid et de faim.,
1422.0,1422.0,"21 octobre, Charles VI meurt à l'hôtel Saint-Paul.",
1426.0,1426.0,Inondation qui fera chuter le pont Notre-Dame deux ans plus tard,
1427.0,1427.0,Siège de Paris par Charles VII de France,
1428.0,1428.0,Épidémie de peste. La population chute à 100 000 habitants.,
1429.0,1429.0,Siège de Paris par Jeanne d'Arc,
1431.0,1431.0,"Le 16 décembre, Henri VI d'Angleterre est sacré et couronné roi de France à la Cathédrale Notre-Dame de Paris",
1435.0,1435.0,"Siège de Paris mené victorieusement par Ambroise de Loré, maréchal de Charles VII",
1437.0,1438.0,"Épidémie de peste qui emporte plus de 50 000 personnes en 6 mois, suivie d'une terrible famine.",
1457.0,1457.0,Le prévôt des marchands fait réparer l'aqueduc de Belleville,
1461.0,1461.0,"31 août, entrée du roi Louis XI de France dans la ville qui y séjourna longtemps après la bataille de Monthléry",
1462.0,1462.0,Siège de Paris par Philippe III de Bourgogne,
1465.0,1465.0,Siège de Paris lors de la guerre du Bien public,
1466.0,1466.0,Épidémie de peste,
1467.0,1467.0,Les chaleurs de l'été causèrent une maladie contagieuse qui tua tant de monde que Louis XI rendit une ordonnance portant que le droit de bourgeoisie serait accordé à quiconque viendrait s'établir dans Paris.,
1475.0,1475.0,19 décembre : Le connétable de Saint-Pol est décapité en place de Grève,
1477.0,1477.0,4 août : Le duc de Nemours est mis à mort.,
1480.0,1480.0,"Grand froid, le vin gèle en dehors des celliers. Pierre Grognet indique : « Mil quatre cent avecques quatre-vingtz, Lors ès celliers gellerent moult de vins ».",
1481.0,1481.0,"Famine. Pierre Grognet indique : « Mil quatre cent quatre-vingtz et puis ung, Gros et menus moururent en commun ».",
1493.0,1493.0,"Jean Langlois, prêtre, devenu calviniste, considéré comme hérétique est brûlé vif à la voirie.",
1498.0,1498.0,"Le pont Notre-Dame s'écroule avec toutes les maisons qu'il supporte, plusieurs personnes périssent noyés. Le prévôt des marchands et les échevins sont condamnés à une amende considérable pour avoir négligé l'entretien de ce pont.",
1499.0,1499.0,"Crue de la Seine qui fait s’effondrer le pont Notre-Dame. Le poète Pierre Grognet indique « Mil quatre cens quatre-vingtz dix et neuf, tomba le pont Notre-Dame de neuf. Ce cas advint en octobre treizième jour du matin viron l'heure neuvième ».",
1500.0,1507.0,Reconstruction du pont Notre-Dame en pierre de taille.,
1503.0,1503.0,"Edmond de La Fosse, un écolier hérétique, est brûlé vif  marché aux Pourceaux",
1515.0,1547.0,"Jusqu'au règne de François Ier, les matières fécales sont transportées chaque jour aux décharges publiques, placées hors des portes de la ville.",
1521.0,1521.0,15 avril 1521. Condamnation par la Sorbonne des théories de Luther.,
1522.0,1522.0,Une épidémie de peste ravage la population.,
1530.0,1530.0,Création par François Ier du Collège de France sous le nom de « Collège royal ».,
1531.0,1532.0,À partir de décembre 1531; nouvelle épidémie de peste. La ville est obligée d'acheter 6 arpents de terre dans la plaine de Grenelle pour ensevelir les morts.,
1534.0,1534.0,17-18 octobre 1534. Affaire des Placards. Les calvinistes placardent des textes de Calvin.,
1536.0,1536.0,Siège de Paris par Charles Quint,
1538.0,1538.0,"29 juillet 1538. Explosion de la tour de La Forge, réserve de poudre touchée par la foudre.",
1544.0,1544.0,Les environs de Paris sont infestés de brigands. François Ier fait marcher contre eux de véritables armées,
1547.0,1547.0,22 avril 1547. Arrivée à Paris via la Seine du premier train de bois de chauffage.,
1548.0,1548.0,30 août 1548. Inauguration du premier théâtre permanent à l'hôtel de Bourgogne.,
1549.0,1549.0,Juillet : Jacques Ier de Coucy est décapité en place de Grève.,
1553.0,1553.0,Introduction à Paris des sorbets glacés par des glaciers italiens.,
1557.0,1557.0,4-5 septembre 1557. Émeute des catholiques parisiens contre la Réforme.,
1569.0,1569.0,"30 juin 1569  : Les huguenots Philippe de Gastine, Richard de Gastine, son fils, et Nicolas Croquet, son gendre sont pendus et étranglés.",
1572.0,1572.0,23 au 24 août 1572 : Massacre de la Saint-Barthélemy ; 2 000 morts.,
1574.0,1574.0,25 octobre 1582 : Nicolas de Salcède est écartelé en place de Grève.,
1585.0,1585.0,La communauté des escrimeurs de Paris adopte le terme de maître d'armes.,
1587.0,1587.0,Création d'une chaire d'arabe au Collège de France.,
1588.0,1588.0,"« Journée des barricades », début de la Ligue à Paris",
1589.0,1589.0,Octobre : deuxième siège de Paris par Henri IV.,
1590.0,1590.0,mars-septembre : troisième siège de Paris par Henri IV; 100 000 morts.,
1591.0,1591.0,29 décembre 1594 : Jean Châtel est écartelé en place de Grève.,
1600.0,1600.0,27 septembre : Guy Éder de La Fontenelle est roué vif en place de Grève.,Paris compte 300 000 habitants
1603.0,1603.0,2 décembre : Julien et Marguerite de Ravalet sont décapités en place de Grève.,
1607.0,1608.0,Hiver glacial. La Seine gèle en janvier 1608.,
1607.0,1612.0,27 mai : François Ravaillac est écartelé en place de Grève.,"construction de l'Hôpital Saint-Louis-de la place Royale, actuelle place des Vosges"
1615.0,1616.0,"Hiver glacial. La Seine gèle du 1er au 30 janvier. Lors de la débâcle, le pont Saint-Michel est emporté et la ville est inondée. Aux environs de Paris, l’épaisseur de la couche de neige dépasse la taille d’un homme.",
1617.0,1617.0,"8 juillet : Léonora Galigaï, veuve de Concino Concini est décapitée puis brûlée en place de Grève.",
1621.0,1621.0,10 décembre : Jean Fontanier est brûlé avec ses écrits en place de Grève.,
1626.0,1626.0,"Commencement de nouvelles fortifications qui suivait à peu-près la ligne des boulevards actuels et qui étaient formés de bastions, de courtines plantées d'arbres et de fossés.",
1627.0,1627.0,"27 juin : François de Montmorency-Bouteville et François de Rosmadec, comte de Chapelles sont décapités en place de Grève.",
1628.0,1628.0,Publication de la première étude de l'argot parisien de Chéreau.,
1630.0,1630.0,30 mai : Premier numéro du périodique parisien La Gazette de France.,achèvement de l'Hôtel de Sully dans le Marais
1632.0,1632.0,10 mai : Louis de Marillac est décapité en place de Grève.,
1633.0,1633.0,13 mars : Première séance de l'Académie française.,achèvement de l'église Saint-Eustache
1636.0,1636.0,Disette et peste,
1638.0,1638.0,"Disette et peste, de nouveau.",
1642.0,1642.0,Ouverture et fermeture du premier point de vente de café à Paris. Il faut attendre encore vingt ans pour voir le café s'imposer à Paris.,Construction de l'Hôtel Lambert par Le Vau
1648.0,1648.0,27 août : Journée des barricades; Plus de 1 200 barricades à Paris pour protester contre « les abus de l'État ». Les émeutiers obtiennent la libération de plusieurs centaines de prisonniers.,
1649.0,1649.0,"Siège de Paris durant la Fronde, mené par le Grand Condé contre son frère Armand de Bourbon-Conti",
1650.0,1650.0,"Vers 1650, sous le règne de Louis XIV, Paris a environ 500 000 habitants et compte 500 grandes rues, 9 faubourgs, 100 places, 9 ponts, 25 000 maisons dont 4 000 à porte cochère.",
1651.0,1651.0,15 mai : première course de chevaux moderne organisée à Paris. Deux cavaliers s’affrontent sur un parcours dans le Bois de Boulogne. L’arrivée est jugée au château de Madrid en présence du jeune Louis XIV.,
1652.0,1652.0,2 juillet : Bataille du faubourg Saint-Antoine entre l'armée royale commandée par Turenne et les troupes de la Fronde commandée par Condé.,
1658.0,1658.0,"27 février : La plus grande crue de la Seine avec 8,96 m à l'échelle d'Austerlitz.",
1617.0,1676.0,"29 décembre : Jacques Chausson et son complice Jacques Paulmier, dit Fabri sont brûlés vifs en place de Grève.",
1662.0,1662.0,1er septembre : Claude Le Petit est étranglé puis brûlé en place de Grève.,
1667.0,1667.0,Achèvement des bâtiments de l'abbaye du Val-de-Grâce.,
1670.0,1670.0,5 août : François Sarrazin a son poing coupé puis est brûlé vif en place de Grève.,
1672.0,1672.0,Inauguration de la Porte Saint Denis.,
1674.0,1674.0,Octobre : Premiers pensionnaires hébergés à l'hôtel des Invalides.,
1676.0,1676.0,"17 juillet : Marie Madeleine Dreux d'Aubray, marquise de Brinvilliers est décapitée en place de Grève.",
1680.0,1680.0,"22 février : Catherine Deshayes, dite la Voisin est brûlée vive en place de Grève.",
1685.0,1685.0,"Ouverture du café Procope, plus vieux café de Paris.",Construction de la Place des Victoires
1693.0,1694.0,Grande famine,
1699.0,1700.0,Nouvelle disette,
1702.0,1702.0,"Paris compte 20 quartiers, 14 faubourgs et 2 villages.",
1708.0,1709.0,"Grande famine avec environ 1,4 million de morts en France. Paris est approvisionné pour la première fois le 5 avril. Dégel en avril.",
1717.0,1717.0,7 mai au 20 juin : visite du tsar Pierre Ier de Russie qui loge à l'hôtel de Lesdiguières et rencontre le Régent ainsi que le jeune Louis XV.,
1720.0,1720.0,"Vers 1720, sous le règne de Louis XV, les noms des rues sont indiqués sur des écriteaux et on commence à numéroter les maisons. On substitue à l'éclairage par des chandelles l'éclairage par des réverbères à huile. Le guet qui compte 180 archers et 850 fantassins est réformé.",
1721.0,1721.0,28 novembre 1721 : Louis Dominique Cartouche est roué vif en place de Grève.,
1722.0,1722.0,"Paris s'accroit de près de 4 000 arpents. Le bourg du Roule est érigé en faubourg, le quartier Gaillon commence à être construit.",
1739.0,1740.0,"Hiver glacial. 75 jours de gelées à Paris, dont 22 consécutifs. La Seine gèle sur 40 cm de profondeur. Froid d’octobre à mars.",
1740.0,1740.0,"26 décembre : La troisième crue plus grande de la Seine, avec 8,05 m.",
1741.0,1741.0,"Edmond Jean François Barbier indique pour le mois de janvier : « D’un côté, la plaine de Grenelle et tout le canton des Invalides, le grand chemin de Chaillot, le Cours et les Champs-Elysées, tout est couvert d’eau. Elle vient même par la porte Saint-Honoré jusqu’à la place Vendôme. Le quai du Louvre, le quai des Orfèvres, le quai de la Ferraille, le quai des Augustins, la rue Fromentau jusqu’à la place du Palais-Royal, tout est en eau. Le côté de Bercy, de la Râpée, de l’Hôpital Général, de la porte et quai Saint-Dernard, c’est une pleine mer. La place Maubert, la rue de Bièvre, la rue Perdue, la rue Galande, la rue des Rats et la rue du Fouarre, c’est pleine rivière. Toutes les boutiques sont fermées ; de tous les côtés on est réfugié au premier étage, et c’est un concours de bateaux, comme en été, au passage des Quatre-Nations (l’Institut). La place de Grève est remplie d’eau, la rivière y tombe par-dessus le parapet… Dans les rues de Paris où il y a des égouts, l’eau de la rivière y gonfle, se répand dans la rue et il faut y passer dans des bateaux ou sur des planches. La rue de Seine, faubourg Saint-Germain, est remplie d’eau qui entre des deux côtés dans les maisons… On ne passe que sur le Pont-Royal et sur le Pont-Neuf… On a vu dans la place Maubert porter le Bon Dieu dans un bateau… Il y eut quelques maisons détruites et renversée par les eaux, entre autres une, rue Saint-Dominique vis-à-vis le couvent de Belle-Chasse, appartenant à M. le duc de Saint-Simon ; il y en avait une partie vieille et l’autre rebâtie à neuf. La partie vieille a résisté… Il y a des ordres pour visiter les fondemens quand la rivière sera retirée et le dommage sera considérable… »",
1748.0,1748.0,"La place Louis XV, l'avenue de Neuilly et le Champ-de-Mars sont ouverts.",
1750.0,1750.0,6 juillet 1750 : Jean Diot et Bruno Lenoir sont étranglés puis brûlés en place de Grève.,
1751.0,1751.0,Début de la construction de l'École Militaire.,
1752.0,1752.0,"Le 13 juin la Seine s'élève au pont de la Tournelle à la cote de 3,95 mètres","ouverture de la Salle de Marine au Louvre, base du futur Musée de la Marine"
1764.0,1764.0,9 mai 1766 : Thomas Arthur de Lally-Tollendal est décapité en place de Grève.,
1772.0,1772.0,Incendie de l'Hôtel-Dieu.,
1775.0,1775.0,Ouverture de l'Hôtel de la Monnaie.,
1775.0,1776.0,"Hiver glacial dans le nord de la France. Normal au Centre et dans le Sud du pays. Grand froid à partir du 8 janvier 1775 jusqu’au début février. Température record : -−17,2 °C à Paris le 29 janvier. La Seine est gelée du 25 janvier au 6 février.",
1777.0,1777.0,Construction de la Folie d'Artois ou Château de Bagatelle dans le Bois de Boulogne.,
1780.0,1780.0,Construction des Galeries du Palais-Royal.,
1782.0,1782.0,9 avril : inauguration du Théâtre de l'Odéon.,
1783.0,1783.0,21 novembre : Premier vol d’un homme en ballon. Le Français Pilâtre de Rosier réalise cette première sur un ballon conçu et réalisé par les frères Montgolfier. Ce premier vol au-dessus de Paris dure 28 minutes et le ballon atteint les 1 000 m d’altitude.,
1783.0,1784.0,"Glacial, à la suite de l'éruption des Lakagígar, en Islande. Froid dans le Nord de novembre à avril. Neige abondante entre le 26 décembre et le 17 février. 69 jours de gels consécutifs à Paris. Température record : -−19,1 °C à Paris. Grand froid du 7 janvier au 4 février. La Seine gèle pendant deux mois.",
1784.0,1784.0,"Hiver glacial. 56 jours de gelées consécutives à Paris. La Seine gèle du 20 novembre au 20 janvier. Température record : -21,8°C à Paris le 31 décembre 1788.",
1789.0,1789.0,6 octobre : Installation de Louis XVI au palais des Tuileries,
1790.0,1790.0,14 juillet : Fête de la Fédération célébrée au Champ-de-Mars.,
1791.0,1791.0,"Premières levées de Volontaires nationaux dans les districts de Paris, de Franciade et de Bourg-de-l'Égalité pendant la Révolution.",
1792.0,1792.0,20 septembre : Fin de la première Terreur.,
1793.0,1793.0,8 novembre : ouverture du Museum central des Arts de la République au Louvre.,
1794.0,1794.0,Création du Musée de Minéralogie.,
1795.0,1795.0,11 octobre : Découpage en 12 arrondissements.,
1797.0,1797.0,28 avril : ouverture au public de la Bibliothèque de l'Arsenal.,
1800.0,1800.0,24 décembre : attentat manqué contre Bonaparte par des royalistes (22 morts).,
1802.0,1802.0,Début de la démolition du grand Châtelet. Elle s'achève en 1813.,
1803.0,1803.0,9 août : démonstration du bateau à vapeur de l'ingénieur américain Robert Fulton sur la Seine.,
1804.0,1804.0,2 décembre : sacres de Napoléon Ier et de l'impératrice Joséphine à la cathédrale Notre-Dame.,
1806.0,1806.0,24 octobre : inauguration du pont d'Austerlitz.,
1807.0,1807.0,29 juillet : Décret réduisant le nombre de théâtres parisiens à 8.,
1808.0,1808.0,Début de la démolition de la tour du Temple. Elle s'achève en 1810.,
1810.0,1810.0,août : inauguration de la colonne d'Austerlitz (actuelle « colonne Vendôme »).,
1811.0,1811.0,18 septembre : création du bataillon des sapeurs-pompiers de Paris.,
1814.0,1814.0,31 mars au 3 juin : occupation de Paris par les armées coalisées en présence de l'empereur Alexandre de Russie et du roi Frédéric-Guillaume III de Prusse. Arrivée du roi Louis XVIII le 3 mai.,
1815.0,1815.0,"7 décembre : exécution du maréchal Ney, avenue de l'Observatoire, qui avait « trahi le Roi avant le 23 mars » (1815) : ordonnance du 24 juillet 1815.",
1816.0,1816.0,5 000 lanternes éclairent 1 600 rues parisiennes. Nombreuses plaintes liées à la mauvaise qualité de cet éclairage. On adopte alors la technique londonienne d’éclairage au gaz inaugurée outre-Manche en 1804. Le passage couvert des Panoramas profite le premier de cette innovation.,
1817.0,1817.0,8 juillet : Inauguration des montagnes russes au jardin Beaujon.,
1819.0,1819.0,Les sapeurs-pompiers de Paris se dotent d’un gymnase.,
1820.0,1820.0,"13 février : assassinat du duc de Berry par le bonapartiste Louvel, à la sortie de l'Opéra.",
1822.0,1822.0,"21 septembre : exécution par la guillotine des quatre sergents de La Rochelle, en place de Grève.",
1824.0,1824.0,"octobre : inauguration du premier magasin de confection de série, À la Belle Jardinière de Pierre Parissot.",
1825.0,1825.0,"28 novembre : 100 000 à 200 000 personnes défilent dans les rues de Paris pour les obsèques du général Foy, député d'opposition.",
1826.0,1826.0,16 juillet : premier numéro du quotidien parisien Le Figaro.,
1827.0,1827.0,"En novembre, la police fait feu sur les émeutiers, lors de manifestations, en particulier rue Saint-Martin et rue Saint-Denis.",
1828.0,1828.0,30 janvier 1828. Premières lignes d’omnibus avec voitures tractées par des chevaux afin d’assurer les transports en communs.,
1829.0,1829.0,15 octobre : premier numéro du quotidien parisien Le Temps (disparu en 1842).,
1830.0,1830.0,"27, 28 et 29 juillet : insurrection populaire dite des « Trois Glorieuses » qui aboutit à la déposition du roi Charles X (951 morts, dont 163 militaires).",
1832.0,1832.0,13 et 14 avril : nouvelle insurrection républicaine qui se termine par le massacre de la rue Transnonain (12 morts).,
1835.0,1835.0,"Ouverture du premier palace parisien, l'Hôtel Meurice.",
1836.0,1836.0,Décembre : nouvelle crue de la Seine,
1837.0,1837.0,26 août : inauguration de première ligne de chemin de fer française ouverte aux voyageurs reliant Paris à Saint-Germain-en-Laye.,
1839.0,1839.0,2 août : la ligne de chemins de fer Paris-Versailles est désormais ouverte aux voyageurs.,
1840.0,1840.0,24 décembre : introduction à Paris de la tradition lorraine de l'arbre de Noël.,
1841.0,1841.0,Début des travaux de réunion de l'île Louviers à la rive droite (terminés en 1843 ou 1847 selon les sources).,
1842.0,1842.0,Fabrication des premières cigarettes françaises dans le quartier du Gros-Caillou.,
1843.0,1843.0,ouverture du musée du Moyen-Age dans l'Hôtel de Cluny.,
1845.0,1845.0,La population dépasse les 1 000 000 d'habitants.,
1846.0,1846.0,"23 juin : ouverture de la gare d'Enfer, actuelle gare Denfert-Rochereau.",
1848.0,1848.0,22 au 26 juin : insurrection populaire violemment réprimée pour protester contre la fermeture des ateliers nationaux (des milliers de morts).,
1851.0,1851.0,"2 décembre : coup d'État du président Bonaparte. L'armée occupe la ville. Dans les jours suivants, la timide réaction républicaine est écrasée (des centaines de morts).",
1852.0,1852.0,"11 décembre 1852. Inauguration du « cirque Napoléon », aujourd'hui Cirque d'Hiver.",
1853.0,1853.0,"1er juin 1853. Lancement du magasin Au bon marché d'Aristide Boucicaut, plus ancien grand magasin de France.",
1854.0,1854.0,21 juin : Décision de créer la rue des Halles pour établir un axe entre les futures Pavillons de Victor Baltard et la place du Chatelet.,
1855.0,1855.0,18 août : visite de la reine Victoria du Royaume-Uni.,
1856.0,1856.0,"À la suite de la grande crue du mois de mai ou la Seine s'élève au pont de la Tournelle à la cote de 4,90 mètres, elle s'élève encore le 4 juin, à la cote de 4,10 mètres puis le 8 juin à la cote de 3,70 mètres.",
1857.0,1857.0,30 novembre : inauguration de la Basilique Sainte-Clotilde.,
1858.0,1858.0,"19 mai 1858. Vote de la loi sur les grands travaux de Paris. Ils sont placés sous l'autorité du préfet de la Seine, Georges Eugène Haussmann.",
1859.0,1859.0,"16 juin. Loi repoussant les limites de la capitale jusqu'aux fortifications de Thiers. La ville absorbe onze communes en totalité (Belleville, Grenelle, Vaugirard, La Villette) ou en partie (Auteuil, Passy, Batignolles-Monceau, Bercy, La Chapelle, Charonne, Montmartre), ainsi que treize portions de communes. La commune est désormais réorganisée en vingt arrondissements.",
1860.0,1860.0,6 octobre 1860. Inauguration du Jardin d'acclimatation.,
1861.0,1861.0,Inauguration du Parc Monceau.,
1862.0,1862.0,19 avril : inauguration du théâtre du Châtelet.,
1863.0,1863.0,Inauguration de l'hippodrome de Vincennes.,
1865.0,1865.0,11 mai 1865. Création du grand magasin Au Printemps par Jules Jaluzot.,
1866.0,1866.0,"Le 29 septembre, la Seine s'élève au pont de la Tournelle à la cote de 5,21 mètres.",
1867.0,1867.0,1er octobre 1867. Inauguration du marché aux bestiaux de la Villette.,
1868.0,1868.0,5 juillet 1868. Premier numéro du quotidien parisien Le Gaulois.,
1869.0,1869.0,2 mai : ouverture des Folies Bergère.,
1870.0,1870.0,29 et 30 novembre : les éléphants Castor et Pollux de la ménagerie du Jardin des plantes sont abattus pour être consommés.,
1871.0,1871.0,"21 au 28 mai : Semaine sanglante, écrasement de la Commune (des milliers de morts). Incendies du palais des Tuileries, du palais d'Orsay et de l'hôtel de ville (destruction des registres paroissiaux et d'état civil). Bataille de la Butte-aux-Cailles les 24 au 25 mai. Exécution sommaire de 147 fédérés au cimetière du Père-Lachaise le 28 mai.",
1872.0,1872.0,"août : installation de la première Fontaine Wallace, boulevard de la Villette. Une centaine d'autres, créées et financées par Sir Richard Wallace, seront implantées dans toute la ville.",
1873.0,1873.0,"1er novembre : ouverture de l'hippodrome d'Auteuil, construit à l'orée du Bois de Boulogne.",
1875.0,1875.0,inauguration de la Grande Synagogue de Paris rue de la Victoire.,
1876.0,1876.0,15 octobre : premier numéro du quotidien parisien Le Petit Parisien (disparu en 1944).,
1878.0,1878.0,30 mai 1878. Premiers essais d'éclairage électrique de l'avenue de l'Opéra.,
1879.0,1879.0,"19 décembre 1879. Hiver rigoureux en Europe et -−23,9 °C à Paris-Montsouris d'après les données de Météo-France.",
1880.0,1880.0,Éclairage électrique des grands boulevards.,"ouverture du Musée Carnavalet, consacré-l'histoire de Paris"
1889.0,1889.0,1889 : parution du premier annuaire des abonnés au téléphone du département de la Seine.,
1891.0,1891.0,ouverture du Casino de Paris.,
1892.0,1892.0,"8 novembre : nouvel attentat anarchiste au commissariat de police du 9e arrondissement, rue des Bons-Enfants (5 morts).",
1893.0,1893.0,11 avril : inauguration de l'Olympia.,
1894.0,1894.0,16 juin et 23 juin : tenue à la Sorbonne du « Congrès pour le rétablissement des Jeux olympiques ».,
1895.0,1895.0,"28 décembre : première séance publique de cinéma par les frères Lumière, au salon indien du Grand Café.",
1896.0,1896.0,Disparition des lichens du jardin du Luxembourg en raison de la pollution.,
1897.0,1897.0,18 juillet : inauguration du Parc des Princes.,
1898.0,1898.0,inauguration du Jardin des Serres d'Auteuil.,
1899.0,1899.0,"Fondation par et pour des ouvriers de la première université populaire de France, rue du Faubourg-Saint-Antoine.",
1900.0,1900.0,19 juillet : inauguration de la première ligne de métro entre Vincennes et la porte Maillot.,
1901.0,1901.0,10 août : accident dans le métro à la station Couronnes (84 morts).,inauguration de la gare de Lyon-de son restaurant Le Train Bleu
1904.0,1904.0,19 octobre : ouverture de la ligne 3 du métro entre Villiers et Père Lachaise.,
1905.0,1905.0,29 mai : inauguration du Musée des Arts Décoratifs dans l'aile Marsan du Louvre.,
1906.0,1906.0,2 juin : ouverture de la ligne 5 du métro entre la gare d'Orléans et la place d'Italie.,
1907.0,1907.0,"3 octobre : inauguration de la Salle Gaveau, dédiée à la musique classique.",
1908.0,1908.0,21 avril : ouverture de la ligne 4 du métro entre la porte de Clignancourt et Châtelet.,
1909.0,1909.0,"13 septembre : mise en place de la première rue à sens unique, rue de Mogador.",
1910.0,1910.0,"décembre : ouverture de l'Hôtel Lutetia, premier palace situé Rive Gauche.",
1911.0,1911.0,"21 décembre : première « attaque de banque » utilisant la voiture automobile, perpétrée par la « bande à Bonnot ».",
1912.0,1912.0,4 février : saut mortel de l'inventeur Franz Reichelt depuis le premier étage de la tour Eiffel.,
1913.0,1913.0,"24 décembre : premier sapin de Noël géant, avenue des Champs-Élysées.",
1914.0,1914.0,"6 septembre : réquisition des taxis parisiens, les fameux « taxis de la Marne », par l'armée pour assurer le transport de troupes vers le front.",
1915.0,1915.0,10 septembre : premier numéro de l'hebdomadaire satirique parisien Le Canard enchaîné.,
1916.0,1916.0,29 au 31 janvier : série de bombardements aériens allemands depuis des zeppelins (26 morts).,
1918.0,1918.0,"octobre à décembre : pic de l'épidémie de grippe espagnole à Paris, des centaines de morts.",
1919.0,1919.0,"16 octobre : consécration de la basilique du Sacré-Cœur de Montmartre, dont les travaux durent encore jusqu'en 1923.",
1920.0,1920.0,La population atteint un maximum historique de 2 900 000 habitants.,
1921.0,1921.0,Premier concert diffusé par l'émetteur de la Tour Eiffel,
1923.0,1923.0,Premier salon des arts ménagers au Champ-de-Mars en octobre,
1924.0,1924.0,"4 mai au 27 juillet : Paris accueille les jeux de la VIIIe olympiade, ouverts par le président Gaston Doumergue.",
1925.0,1925.0,28 avril au 25 octobre : exposition internationale des Arts décoratifs et industriels modernes.,
1926.0,1926.0,"16 juillet : inauguration de la grande mosquée de Paris, première mosquée de France métropolitaine.",
1927.0,1927.0,"18 octobre : inauguration de la salle Pleyel, dédiée à la musique symphonique.",
1928.0,1928.0,Inauguration de l'Institut d'Art et d'Archéologie.,
1930.0,1930.0,6 mai au 15 novembre : exposition coloniale internationale à la porte Dorée (palais des Colonies) et dans le bois de Vincennes.,ouverture de la Maison de la Mutualité
1932.0,1932.0,"22 juillet : fin du trafic voyageurs sur la ligne de Petite Ceinture, désormais réservée au transport de marchandises.",ouverture du cinéma Le Grand Rex
1936.0,1936.0,décembre : ouverture du Musée Nissim-de-Camondo.,
1937.0,1937.0,"25 mai au 25 novembre : Exposition universelle sur le thème des « Arts et des Techniques appliqués à la Vie moderne ». À cette occasion, ouverture du Palais de Chaillot au Trocadéro et du Palais de la découverte au Grand Palais.",
1938.0,1938.0,"11 novembre : manifestation étudiante contre l'occupant sur les Champs-Élysées, réprimée.",
1941.0,1941.0,14 décembre : 100 otages fusillés par les Allemands.,
1942.0,1942.0,"16 et 17 juillet : grande rafle de plus de 13 000 juifs parisiens, détenus au vélodrome d'Hiver puis internés au camp de Drancy.",
1943.0,1943.0,15 septembre : bombardement allié sur Paris et sa banlieue (291 morts).,
1944.0,1944.0,"8 mai : célébration de la capitulation de l'Allemagne. La Marseillaise entonnée par la cantatrice Lily Pons au balcon de l'Opéra Garnier, devant 250 000 personnes.",
1946.0,1946.0,20 juin : ouverture du cabaret du Lido sur les Champs Elysées.,
1947.0,1947.0,12 février : premier défilé de haute couture (Christian Dior).,
1948.0,1948.0,10 décembre: l'Assemblée Générale des Nations Unies adopte la Déclaration Universelle des Droits de l'Homme au Palais de Chaillot.,
1949.0,1949.0,1er janvier : création de la Régie autonome des transports parisiens.,
1951.0,1951.0,6 juillet : célébration du bimillénaire de Paris.,
1952.0,1952.0,28 mai : répression d'une manifestation communiste contre la visite du général américain Ridgway (2 morts).,
1953.0,1953.0,14 juillet : répression d'une manifestation organisée par le MTLD en faveur de l'indépendance de l'Algérie (7 morts).,
1956.0,1956.0,30 janvier : Jumelage de Paris avec Rome,
1957.0,1957.0,"inauguration du palais de l'OTAN, devenu depuis 1968 le siège de l'Université Paris-Dauphine.",
1958.0,1958.0,"3 novembre : inauguration de la maison de l'Unesco, siège de l'Organisation des Nations unies pour l'éducation, la science et la culture, derrière l'École militaire.",
1959.0,1959.0,construction du Palais des Sports.,
1960.0,1960.0,6 au 10 juillet : plusieurs matchs du championnat d'Europe de football au Parc des Princes.,
1961.0,1961.0,17 octobre : répression d'une manifestation nocturne organisée par le FLN en faveur de l'indépendance de l'Algérie (entre 30 et 98 morts).,
1962.0,1962.0,14 décembre : inauguration de la maison de la Radio.,
1965.0,1965.0,6 avril : les voitures parisiennes seront désormais immatriculées en « 75 ».,
1967.0,1967.0,29 novembre : inauguration de l'autoroute du Nord.,
1968.0,1968.0,"14 décembre : mise en service du premier tronçon du RER, de Nation à Boissy-Saint-Léger.",
1970.0,1970.0,fondation du club de football du Paris-Saint-Germain.,
1971.0,1971.0,15 septembre : mise en service du premier horodateur à Paris.,
