commentaire,date,endDate,evenement,startDate
,,1793.0,8 novembre : ouverture du Museum central des Arts de la République au Louvre.,1793.0
,,1794.0,Création du Musée de Minéralogie.,1794.0
,,1795.0,11 octobre : Découpage en 12 arrondissements.,1795.0
,,1797.0,28 avril : ouverture au public de la Bibliothèque de l'Arsenal.,1797.0
,,1800.0,24 décembre : attentat manqué contre Bonaparte par des royalistes (22 morts).,1800.0
,,1802.0,Début de la démolition du grand Châtelet. Elle s'achève en 1813.,1802.0
,,1803.0,9 août : démonstration du bateau à vapeur de l'ingénieur américain Robert Fulton sur la Seine.,1803.0
,,1804.0,2 décembre : sacres de Napoléon Ier et de l'impératrice Joséphine à la cathédrale Notre-Dame.,1804.0
,,1806.0,24 octobre : inauguration du pont d'Austerlitz.,1806.0
,,1807.0,29 juillet : Décret réduisant le nombre de théâtres parisiens à 8.,1807.0
,,1808.0,Début de la démolition de la tour du Temple. Elle s'achève en 1810.,1808.0
,,1810.0,août : inauguration de la colonne d'Austerlitz (actuelle « colonne Vendôme »).,1810.0
,,1811.0,18 septembre : création du bataillon des sapeurs-pompiers de Paris.,1811.0
,,1814.0,31 mars au 3 juin : occupation de Paris par les armées coalisées en présence de l'empereur Alexandre de Russie et du roi Frédéric-Guillaume III de Prusse. Arrivée du roi Louis XVIII le 3 mai.,1814.0
,,1815.0,"7 décembre : exécution du maréchal Ney, avenue de l'Observatoire, qui avait « trahi le Roi avant le 23 mars » (1815) : ordonnance du 24 juillet 1815.",1815.0
,,1816.0,5 000 lanternes éclairent 1 600 rues parisiennes. Nombreuses plaintes liées à la mauvaise qualité de cet éclairage. On adopte alors la technique londonienne d’éclairage au gaz inaugurée outre-Manche en 1804. Le passage couvert des Panoramas profite le premier de cette innovation.,1816.0
,,1817.0,8 juillet : Inauguration des montagnes russes au jardin Beaujon.,1817.0
,,1819.0,Les sapeurs-pompiers de Paris se dotent d’un gymnase.,1819.0
,,1820.0,"13 février : assassinat du duc de Berry par le bonapartiste Louvel, à la sortie de l'Opéra.",1820.0
,,1822.0,"21 septembre : exécution par la guillotine des quatre sergents de La Rochelle, en place de Grève.",1822.0
,,1824.0,"octobre : inauguration du premier magasin de confection de série, À la Belle Jardinière de Pierre Parissot.",1824.0
,,1825.0,"28 novembre : 100 000 à 200 000 personnes défilent dans les rues de Paris pour les obsèques du général Foy, député d'opposition.",1825.0
,,1826.0,16 juillet : premier numéro du quotidien parisien Le Figaro.,1826.0
,,1827.0,"En novembre, la police fait feu sur les émeutiers, lors de manifestations, en particulier rue Saint-Martin et rue Saint-Denis.",1827.0
,,1828.0,30 janvier 1828. Premières lignes d’omnibus avec voitures tractées par des chevaux afin d’assurer les transports en communs.,1828.0
,,1829.0,15 octobre : premier numéro du quotidien parisien Le Temps (disparu en 1842).,1829.0
,,1830.0,"27, 28 et 29 juillet : insurrection populaire dite des « Trois Glorieuses » qui aboutit à la déposition du roi Charles X (951 morts, dont 163 militaires).",1830.0
,,1832.0,"5 au 7 juin : insurrection républicaine à la suite des funérailles du général Lamarque, écrasée par les troupes royales (166 morts, dont 73 militaires). Cette insurrection joue un rôle majeur dans le roman Les Misérables de Victor Hugo.",1832.0
,,,13 et 14 avril : nouvelle insurrection républicaine qui se termine par le massacre de la rue Transnonain (12 morts).,
,,1835.0,"Ouverture du premier palace parisien, l'Hôtel Meurice.",1835.0
,,1836.0,Décembre : nouvelle crue de la Seine,1836.0
,,1837.0,26 août : inauguration de première ligne de chemin de fer française ouverte aux voyageurs reliant Paris à Saint-Germain-en-Laye.,1837.0
,,1839.0,2 août : la ligne de chemins de fer Paris-Versailles est désormais ouverte aux voyageurs.,1839.0
,,1840.0,24 décembre : introduction à Paris de la tradition lorraine de l'arbre de Noël.,1840.0
,,1841.0,Début des travaux de réunion de l'île Louviers à la rive droite (terminés en 1843 ou 1847 selon les sources).,1841.0
,,1842.0,Fabrication des premières cigarettes françaises dans le quartier du Gros-Caillou.,1842.0
,,1843.0,ouverture du musée du Moyen-Age dans l'Hôtel de Cluny.,1843.0
,,1845.0,La population dépasse les 1 000 000 d'habitants.,1845.0
,,1846.0,"23 juin : ouverture de la gare d'Enfer, actuelle gare Denfert-Rochereau.",1846.0
,,1848.0,22 au 26 juin : insurrection populaire violemment réprimée pour protester contre la fermeture des ateliers nationaux (des milliers de morts).,1848.0
,,1851.0,"2 décembre : coup d'État du président Bonaparte. L'armée occupe la ville. Dans les jours suivants, la timide réaction républicaine est écrasée (des centaines de morts).",1851.0
,,1852.0,"11 décembre 1852. Inauguration du « cirque Napoléon », aujourd'hui Cirque d'Hiver.",1852.0
,,1853.0,"1er juin 1853. Lancement du magasin Au bon marché d'Aristide Boucicaut, plus ancien grand magasin de France.",1853.0
,,1854.0,21 juin : Décision de créer la rue des Halles pour établir un axe entre les futures Pavillons de Victor Baltard et la place du Chatelet.,1854.0
,,1855.0,18 août : visite de la reine Victoria du Royaume-Uni.,1855.0
,,1856.0,"À la suite de la grande crue du mois de mai ou la Seine s'élève au pont de la Tournelle à la cote de 4,90 mètres, elle s'élève encore le 4 juin, à la cote de 4,10 mètres puis le 8 juin à la cote de 3,70 mètres.",1856.0
,,1857.0,30 novembre : inauguration de la Basilique Sainte-Clotilde.,1857.0
,,1858.0,"19 mai 1858. Vote de la loi sur les grands travaux de Paris. Ils sont placés sous l'autorité du préfet de la Seine, Georges Eugène Haussmann.",1858.0
,,1859.0,"16 juin. Loi repoussant les limites de la capitale jusqu'aux fortifications de Thiers. La ville absorbe onze communes en totalité (Belleville, Grenelle, Vaugirard, La Villette) ou en partie (Auteuil, Passy, Batignolles-Monceau, Bercy, La Chapelle, Charonne, Montmartre), ainsi que treize portions de communes. La commune est désormais réorganisée en vingt arrondissements.",1859.0
,,1860.0,6 octobre 1860. Inauguration du Jardin d'acclimatation.,1860.0
,,1861.0,Inauguration du Parc Monceau.,1861.0
,,1862.0,19 avril : inauguration du théâtre du Châtelet.,1862.0
,,1863.0,Inauguration de l'hippodrome de Vincennes.,1863.0
,,1865.0,11 mai 1865. Création du grand magasin Au Printemps par Jules Jaluzot.,1865.0
,,1866.0,"Le 29 septembre, la Seine s'élève au pont de la Tournelle à la cote de 5,21 mètres.",1866.0
,,1867.0,1er octobre 1867. Inauguration du marché aux bestiaux de la Villette.,1867.0
,,1868.0,5 juillet 1868. Premier numéro du quotidien parisien Le Gaulois.,1868.0
,,1869.0,2 mai : ouverture des Folies Bergère.,1869.0
,,1870.0,29 et 30 novembre : les éléphants Castor et Pollux de la ménagerie du Jardin des plantes sont abattus pour être consommés.,1870.0
,,1871.0,"21 au 28 mai : Semaine sanglante, écrasement de la Commune (des milliers de morts). Incendies du palais des Tuileries, du palais d'Orsay et de l'hôtel de ville (destruction des registres paroissiaux et d'état civil). Bataille de la Butte-aux-Cailles les 24 au 25 mai. Exécution sommaire de 147 fédérés au cimetière du Père-Lachaise le 28 mai.",1871.0
,,1872.0,"août : installation de la première Fontaine Wallace, boulevard de la Villette. Une centaine d'autres, créées et financées par Sir Richard Wallace, seront implantées dans toute la ville.",1872.0
,,1873.0,"1er novembre : ouverture de l'hippodrome d'Auteuil, construit à l'orée du Bois de Boulogne.",1873.0
,,1875.0,inauguration de la Grande Synagogue de Paris rue de la Victoire.,1875.0
,,1876.0,15 octobre : premier numéro du quotidien parisien Le Petit Parisien (disparu en 1944).,1876.0
,,1878.0,30 mai 1878. Premiers essais d'éclairage électrique de l'avenue de l'Opéra.,1878.0
,,1879.0,"19 décembre 1879. Hiver rigoureux en Europe et -−23,9 °C à Paris-Montsouris d'après les données de Météo-France.",1879.0
"ouverture du Musée Carnavalet, consacré-l'histoire de Paris",,1880.0,Éclairage électrique des grands boulevards.,1880.0
,,1882.0,14 juillet : premier numéro de L'Auvergnat de Paris.,1882.0
,,1889.0,1889 : parution du premier annuaire des abonnés au téléphone du département de la Seine.,1889.0
,,1891.0,ouverture du Casino de Paris.,1891.0
,,1892.0,"8 novembre : nouvel attentat anarchiste au commissariat de police du 9e arrondissement, rue des Bons-Enfants (5 morts).",1892.0
,,1893.0,11 avril : inauguration de l'Olympia.,1893.0
,,1894.0,16 juin et 23 juin : tenue à la Sorbonne du « Congrès pour le rétablissement des Jeux olympiques ».,1894.0
,,1895.0,"28 décembre : première séance publique de cinéma par les frères Lumière, au salon indien du Grand Café.",1895.0
,,1896.0,Disparition des lichens du jardin du Luxembourg en raison de la pollution.,1896.0
,,1897.0,18 juillet : inauguration du Parc des Princes.,1897.0
,,1898.0,inauguration du Jardin des Serres d'Auteuil.,1898.0
,,1899.0,"Fondation par et pour des ouvriers de la première université populaire de France, rue du Faubourg-Saint-Antoine.",1899.0
,,1900.0,19 juillet : inauguration de la première ligne de métro entre Vincennes et la porte Maillot.,1900.0
inauguration de la gare de Lyon-de son restaurant Le Train Bleu,,1901.0,10 août : accident dans le métro à la station Couronnes (84 morts).,1901.0
,,1904.0,19 octobre : ouverture de la ligne 3 du métro entre Villiers et Père Lachaise.,1904.0
,,1905.0,29 mai : inauguration du Musée des Arts Décoratifs dans l'aile Marsan du Louvre.,1905.0
,,1906.0,2 juin : ouverture de la ligne 5 du métro entre la gare d'Orléans et la place d'Italie.,1906.0
,,1907.0,"3 octobre : inauguration de la Salle Gaveau, dédiée à la musique classique.",1907.0
,,1908.0,21 avril : ouverture de la ligne 4 du métro entre la porte de Clignancourt et Châtelet.,1908.0
,,1909.0,"13 septembre : mise en place de la première rue à sens unique, rue de Mogador.",1909.0
,,1910.0,"décembre : ouverture de l'Hôtel Lutetia, premier palace situé Rive Gauche.",1910.0
,,1911.0,"21 décembre : première « attaque de banque » utilisant la voiture automobile, perpétrée par la « bande à Bonnot ».",1911.0
,,1912.0,4 février : saut mortel de l'inventeur Franz Reichelt depuis le premier étage de la tour Eiffel.,1912.0
,,1913.0,"24 décembre : premier sapin de Noël géant, avenue des Champs-Élysées.",1913.0
,,1914.0,"6 septembre : réquisition des taxis parisiens, les fameux « taxis de la Marne », par l'armée pour assurer le transport de troupes vers le front.",1914.0
,,1915.0,10 septembre : premier numéro de l'hebdomadaire satirique parisien Le Canard enchaîné.,1915.0
,,1916.0,29 au 31 janvier : série de bombardements aériens allemands depuis des zeppelins (26 morts).,1916.0
,,1918.0,"octobre à décembre : pic de l'épidémie de grippe espagnole à Paris, des centaines de morts.",1918.0
,,1919.0,"16 octobre : consécration de la basilique du Sacré-Cœur de Montmartre, dont les travaux durent encore jusqu'en 1923.",1919.0
,,1920.0,La population atteint un maximum historique de 2 900 000 habitants.,1920.0
,,1921.0,Premier concert diffusé par l'émetteur de la Tour Eiffel,1921.0
,,1923.0,Premier salon des arts ménagers au Champ-de-Mars en octobre,1923.0
,,1924.0,"4 mai au 27 juillet : Paris accueille les jeux de la VIIIe olympiade, ouverts par le président Gaston Doumergue.",1924.0
,,1925.0,28 avril au 25 octobre : exposition internationale des Arts décoratifs et industriels modernes.,1925.0
,,1926.0,"16 juillet : inauguration de la grande mosquée de Paris, première mosquée de France métropolitaine.",1926.0
,,1927.0,"18 octobre : inauguration de la salle Pleyel, dédiée à la musique symphonique.",1927.0
,,1928.0,Inauguration de l'Institut d'Art et d'Archéologie.,1928.0
ouverture de la Maison de la Mutualité,,1930.0,6 mai au 15 novembre : exposition coloniale internationale à la porte Dorée (palais des Colonies) et dans le bois de Vincennes.,1930.0
ouverture du cinéma Le Grand Rex,,1932.0,"22 juillet : fin du trafic voyageurs sur la ligne de Petite Ceinture, désormais réservée au transport de marchandises.",1932.0
,,1936.0,décembre : ouverture du Musée Nissim-de-Camondo.,1936.0
,,1937.0,"25 mai au 25 novembre : Exposition universelle sur le thème des « Arts et des Techniques appliqués à la Vie moderne ». À cette occasion, ouverture du Palais de Chaillot au Trocadéro et du Palais de la découverte au Grand Palais.",1937.0
,,1938.0,20 juin : ouverture au Trocadéro du Musée de l'Homme.,1938.0
,,,"11 novembre : manifestation étudiante contre l'occupant sur les Champs-Élysées, réprimée.",
,,1941.0,14 décembre : 100 otages fusillés par les Allemands.,1941.0
,,1942.0,"16 et 17 juillet : grande rafle de plus de 13 000 juifs parisiens, détenus au vélodrome d'Hiver puis internés au camp de Drancy.",1942.0
,,1943.0,15 septembre : bombardement allié sur Paris et sa banlieue (291 morts).,1943.0
,,1944.0,18 décembre : Premier numéro du quotidien parisien Le Monde.,1944.0
,,,"8 mai : célébration de la capitulation de l'Allemagne. La Marseillaise entonnée par la cantatrice Lily Pons au balcon de l'Opéra Garnier, devant 250 000 personnes.",
,,1946.0,20 juin : ouverture du cabaret du Lido sur les Champs Elysées.,1946.0
,,1947.0,12 février : premier défilé de haute couture (Christian Dior).,1947.0
,,1948.0,10 décembre: l'Assemblée Générale des Nations Unies adopte la Déclaration Universelle des Droits de l'Homme au Palais de Chaillot.,1948.0
,,1949.0,1er janvier : création de la Régie autonome des transports parisiens.,1949.0
,,1951.0,6 juillet : célébration du bimillénaire de Paris.,1951.0
,,1952.0,28 mai : répression d'une manifestation communiste contre la visite du général américain Ridgway (2 morts).,1952.0
,,1953.0,14 juillet : répression d'une manifestation organisée par le MTLD en faveur de l'indépendance de l'Algérie (7 morts).,1953.0
,,1956.0,30 janvier : Jumelage de Paris avec Rome,1956.0
,,1957.0,"inauguration du palais de l'OTAN, devenu depuis 1968 le siège de l'Université Paris-Dauphine.",1957.0
,,1958.0,"3 novembre : inauguration de la maison de l'Unesco, siège de l'Organisation des Nations unies pour l'éducation, la science et la culture, derrière l'École militaire.",1958.0
,,1959.0,construction du Palais des Sports.,1959.0
,,1960.0,6 au 10 juillet : plusieurs matchs du championnat d'Europe de football au Parc des Princes.,1960.0
,,1961.0,17 octobre : répression d'une manifestation nocturne organisée par le FLN en faveur de l'indépendance de l'Algérie (entre 30 et 98 morts).,1961.0
,,1962.0,8 février : répression d'une manifestation interdite contre l'OAS et la guerre d'Algérie (9 morts).,1962.0
,,,14 décembre : inauguration de la maison de la Radio.,
,,1965.0,6 avril : les voitures parisiennes seront désormais immatriculées en « 75 ».,1965.0
,,1967.0,29 novembre : inauguration de l'autoroute du Nord.,1967.0
,,1968.0,1er octobre : billet unique dans les bus et les métros parisiens.,1968.0
,,,"14 décembre : mise en service du premier tronçon du RER, de Nation à Boissy-Saint-Léger.",
,,1970.0,fondation du club de football du Paris-Saint-Germain.,1970.0
,,1971.0,15 septembre : mise en service du premier horodateur à Paris.,1971.0
,,1972.0,28 novembre : dernières exécutions à Paris : Roger Bontems et Claude Buffet sont guillotinés à la prison de la Santé.,1972.0
,,1973.0,Première édition de la Paris Fashion Week ou Semaine de la Mode.,1973.0
,,1974.0,"15 septembre : attentat à la grenade dans un drugstore du boulevard Saint-Germain, attribué au terroriste vénézuélien Carlos (2 morts).",1974.0
,,1975.0,20 juillet : première arrivée du Tour de France sur les Champs-Élysées.,1975.0
,,1976.0,"24 décembre : assassinat en pleine rue du député Jean de Broglie, revendiqué par le groupe Charles-Martel.",1976.0
,,1977.0,8 décembre : inauguration de la gare de Châtelet - Les Halles. Mises en service officielles de la ligne A et de la ligne B du RER.,1977.0
,,1978.0,31 juillet : prise d'otages à l'ambassade d'Irak par des militants de l'OLP (2 morts).,1978.0
,,1979.0,"2 novembre : mort du criminel Jacques Mesrine, abattu par les policiers de la Brigade de recherche et d'intervention du commissaire Broussard à la porte de Clignancourt.",1979.0
,,1980.0,3 octobre : attentat à la bombe contre la synagogue de la rue Copernic (4 morts).,1980.0
,,1981.0,24 septembre : attaque du consulat de Turquie par un commando de l'Asala (1 mort).,1981.0
,,1982.0,9 août : attaque antisémite dans un restaurant de la rue des Rosiers (6 morts).,1982.0
,,1983.0,"6 et 13 mars : les élections municipales sont remportées par les listes conduites par Jacques Chirac, réélu maire le 21 mars.",1983.0
,,1984.0,"12 au 27 juin : plusieurs matchs du championnat d'Europe de football au Parc des Princes, dont la finale victorieuse de l'équipe de France.",1984.0
,,1985.0,23 septembre : ouverture du Musée Picasso dans l'Hôtel Salé.,1985.0
,,1986.0,"9 décembre : inauguration du musée d'Orsay, réaménagement de l'ancienne gare d'Orsay, consacré aux arts de la deuxième moitié du XIXe siècle",1986.0
,,1987.0,30 novembre : inauguration de l'Institut du monde arabe.,1987.0
,,1988.0,22 octobre : incendie criminel du cinéma Saint-Michel par des intégristes catholiques.,1988.0
,,1989.0,24 septembre : inauguration du premier tronçon de la ligne à grande vitesse entre Paris et Tours.,1989.0
,,1991.0,10 décembre : inscription des Berges de la Seine au Patrimoine mondial de l'UNESCO.,1991.0
,,1992.0,Ouverture du parc André-Citroën.,1992.0
,,1993.0,23 mai : inauguration du premier tronçon de la ligne à grande vitesse entre Paris et Lille.,1993.0
,,1994.0,14 novembre : début des liaisons Eurostar entre Paris et Londres.,1994.0
,,1995.0,17 octobre : nouvel attentat terroriste entre les stations du musée d'Orsay et Saint-Michel de la ligne C du RER.,1995.0
,,1996.0,"17 décembre : inauguration et ouverture au public de la Très Grande Bibliothèque, rebaptisée bibliothèque François-Mitterrand, sur le site de Tolbiac.",1996.0
,,1997.0,"31 août : mort de Diana Spencer, princesse de Galles, à la suite d'un accident de voiture dans le tunnel du pont de l'Alma.",1997.0
,,1998.0,"15 octobre : ouverture de la ligne 14 du métro, dite « Meteor », entre Madeleine et Bibliothèque François-Mitterrand, complètement automatique.",1998.0
,,1999.0,27 décembre : une violente tempête balaye la France. Vent à 169 km/h (record) à Paris. Plus de 220 km/h au sommet de la tour Eiffel.,1999.0
,,2000.0,21 décembre : inauguration de l'hôpital européen Georges-Pompidou.,2000.0
,,2001.0,13 juillet : échec de la candidature parisienne à l'organisation des jeux olympiques d'été de 2008.,2001.0
,,2002.0,"5 octobre : première édition de la « Nuit Blanche », qui met à l’honneur l’art contemporain tout au long de la nuit.",2002.0
,,2003.0,"novembre : forum social européen, organisé par les altermondialistes.",2003.0
,,2005.0,"6 juillet : échec de la candidature parisienne à l'organisation des jeux olympiques d'été de 2012, face à Londres.",2005.0
,,2006.0,"16 décembre : inauguration de la ligne 3 du tramway, dit « tramway des Maréchaux », entre le pont du Garigliano et la porte d'Ivry. Retour du tramway après 70 ans d'absence.",2006.0
,,2007.0,ouverture de la première tranche du parc Clichy Batignolles.,2007.0
,,2008.0,11 octobre : ouverture du centre culturel CentQuatre dans l'ancienne halle des Pompes funèbres municipales.,2008.0
,,2011.0,"5 décembre : lancement d'Autolib', service public d'autopartage de voitures électriques en libre-service.",2011.0
,,2012.0,15 décembre : ouverture de la ligne 3b du tramway entre la porte de Vincennes et la porte de la Chapelle.,2012.0
"datetime=""2013"" data-sort-value=""2013"" class=""date-lien"">2013Nuit du 9 au 10 janvier triple assassinat de militantes kurdes dans le Xe arrondissement",,,15 décembre: ouverture du Musée de l'Histoire de l'Immigration dans le Palais de la Porte Dorée (ancien palais des Colonies).,
,,2015.0,"30 novembre au 12 décembre : conférence  de Paris sur le climat, dite COP21, au parc des expositions du Bourget. Adoption du premier accord universel sur le climat.",2015.0
,,2016.0,19 octobre : inauguration de la cathédrale orthodoxe russe de la Sainte-Trinité et du centre spirituel et culturel associé.,2016.0
,,2017.0,13 septembre : Paris désignée par le CIO ville organisatrice des Jeux Olympiques de 2024.,2017.0
"datetime=""2018"" data-sort-value=""2018"" class=""date-lien"">2018janvier crue de la Seine qui atteint 5,84 mètres le 29 janvier",,,octobre : ouverture du musée Yves-Saint-Laurent.,
,,2019.0,14 juin : ouverture au public de la Cité de l'Economie et de la Monnaie dans l'ancien hôtel Gaillard.,2019.0
"id=""Chabrol-1833"">Préfecture du département de la Seine-comte Chabrol de Volvic (dir), Recherches statistiques sur la ville de Paris-le département de la Seine année 1821, Paris, Imprimerie royale, 1833, 2e éd (lire en ligne), « Tableau n°7 » , [compte rendu en ligne]",,,"Alfred Fierro, Histoire et dictionnaire de Paris, p. 537 à 658. ",
de Paris,,,Panneau Histoire de Paris,
,451,451.0,Sainte Geneviève rassure les Parisiens face à l'approche d'Attila.,451.0
,Vers 460,460.0,Sainte Geneviève fait bâtir une basilique sur le tombeau de saint Denis.,460.0
,Vers 463,463.0,"Entrée de Childéric 1er, roi des Francs saliens, à Paris.",463.0
,Vers 486,486.0,"Son fils, Clovis, roi des  Francs, s'empare de Paris sans combat.",486.0
,3 janvier 502 ou 503,503.0,Mort de sainte Geneviève qui sera inhumée sur la colline méridionale.,503.0
,Vers 505-510,510.0,Clovis et son épouse font bâtir la basilique des Saints-Apôtres [Sainte-Geneviève].,505.0
,508,508.0,Clovis fait de Lutèce le siège de son royaume.,508.0
,511,511.0,Heraclius est évêque de Paris.,511.0
,27 novembre 511,511.0,"Clovis meurt et Childebert, son fils, devient roi de Paris.",511.0
,Entre 511 et 558,558.0,Childebert fait élever la cathédrale Saint-Étienne dans l'Ile de la Cité.,558.0
,526,526.0,Deux des trois fils de Clodomir sont tués par Clotaire.,526.0
,533,533.0,Amelius est évêque de Paris.,533.0
,Vers 540,540.0,Mort de saint Séverin ; il est inhumé au sud-ouest de Paris.,540.0
,543,543.0,Childebert revient d'Espagne avec deux reliques de saint Vincent.,543.0
,Vers 544,544.0,Childebert entreprend la construction d'un monastère.,544.0
,545,545.0,Saffaracus est évêque de Paris.,545.0
,Vers fin 545,545.0,Le corps de Clotilde est rapporté à Paris et enterré aux cotés de Clovis.,545.0
,552-553,553.0,"2e Concile de Paris, organisé pour juger l'évêque de Paris Saffaracus.",552.0
,553,553.0,Eusebius remplace l'évêque Saffaracus déposé au Concile de Paris.,553.0
,555,555.0,Mort d'Eusebius évêque de Paris. Childebert nomme Germain pour lui succéder.,555.0
,24 novembre 555,555.0,Mort de l'ermite [saint] Séverin.,555.0
,23 décembre 558,558.0,Germain dédicace l'église Saint-Vincent et Sainte-Croix [Saint-Germain-des-Prés].,558.0
,23 décembre 558,558.0,"Childebert, qui vient de mourir, est enseveli dans l'église Saint-Vincent.",558.0
,561,561.0,"Chilpéric, fils de Clotaire, s'empare de Paris puis en est chassé par ses frères.",561.0
,Fin 561,561.0,"Charibert, frère de Chilpéric, succède à Childebert à Paris.",561.0
,Décembre 576,576.0,Chilpéric revient à Paris.,576.0
,28 mai 576,576.0,"Mort de [saint] Germain, évêque de Paris ; il est enseveli dans l'église Saint-Vincent.",576.0
,Fin 576,576.0,Ragnemod est évêque de Paris.,576.0
,577,577.0,"Concile de Paris pour juger Prétextat, évêque de Rouen.",577.0
,580,580.0,L'évêque Grégoire de Tours est de passage à Paris.,580.0
,582,582.0,Chilpéric ordonne à tous les Juifs de se faire baptiser. Assassinat du Juif Priscus.,582.0
,583,583.0,"Leudaste, ancien comte de Tours, est pris à Paris et mis à mort par Frédégonde.",583.0
,Février 584,584.0,Crue de la Seine. Naufrage d'un navire près de l'église Saint-Laurent.,584.0
,Fin septembre 584,584.0,"Chilpéric assassiné à Chelles, est inhumé à Saint-Vincent.",584.0
,585,585.0,Incendie dans l'Ile de la Cité ; l'oratoire Saint-Martin est miraculeusement épargné.,585.0
,28 novembre 587,587.0,"Partage de Paris entre Gontran, frère de Chilpéric, et son neveu Childebert II.",587.0
,597,597.0,"Frédégonde, veuve de Chilpéric, s'empare de Paris.",597.0
,605,605.0,"Thierry, fils de Childebert II, reprend la ville.",605.0
,613,613.0,Clotaire II s'empare à son tour de Paris.,613.0
,614,614.0,Ceran [ou Céraune] est évêque de Paris.,614.0
,18 octobre 614,614.0,Fin du concile des évêques en l'église Saint-Pierre-Saint-Paul [Sainte-Geneviève].,614.0
,625,625.0,Léodebert est évêque de Paris.,625.0
,18 octobre 629,629.0,Mort de Clotaire II ; funérailles à Saint-Vincent-Sainte-Croix. ,629.0
,633,633.0,"Éloi fonde, dans l'ile de la Cité,  un monastère dédié à saint Martial de Limoges.",633.0
,636,636.0,Un édit du roi Dagobert chasse de Paris les Juifs qui refusent de se convertir.,636.0
,13 janvier 639,639.0,Paris apprend la mort de Dagobert.,639.0
,644,644.0,Audebert [ou Aubert] est évêque de Paris.,644.0
,652,652.0,Landry est évêque de Paris.,652.0
,Vers 652,652.0,[Saint] Landry rassemble les malades dans un Hôtel-Dieu.,652.0
,656,656.0,Chrotbert est évêque de Paris.,656.0
,666,666.0,La peste touche la Cité et emporte près de 150 religieuses du monastère Saint-Éloi.,666.0
,Octobre 666,666.0,"[Sainte] Aure, abbesse de Saint-Éloi, est inhumée au cimetière Saint-Paul.",666.0
,653,653.0,"6e Concile de Paris, sous le règne de Clovis II.",653.0
,673,673.0,Agilbert est évêque de Paris.,673.0
,673,673.0,Childeric II est enterré au monastère Saint-Vincent.,673.0
,15 mai 680,680.0,"Ebroïn, maire du Palais de Neustrie, a été assassiné.",680.0
,690,690.0,Sigefroi est évêque de Paris.,690.0
,693,693.0,Turnoald est évêque de Paris.,693.0
,700,700.0,Saint Merry est inhumé dans la chapelle Saint-Pierre-des-Bois [Saint-Merry].,700.0
,717,717.0,Chilpéric II fait un séjour à Paris.,717.0
,724,724.0,[Saint] Hugues de Rouen est évêque de Paris.,724.0
,7 avril 730,730.0,Mort de l'évêque Hugues qui sera inhumé dans la cathédrale Saint-Étienne.,730.0
,25 juillet 756,756.0,Le corps de saint Germain est transféré de l'atrium au chour de l'église Saint-Vincent.,756.0
,757,757.0,Déofroi est évêque de Paris.,757.0
,24 septembre 768,768.0,"Mort de Pépin le Bref. Son fils, Carloman reçoit Paris dans son héritage.",768.0
,771,771.0,Mort de Carloman. Son frère Charles [Charlemagne] reçoit Paris dans son héritage.,771.0
,775,775.0,Erchanrade est évêque de Paris.,775.0
,800,800.0,Charlemagne et sa fille Théodrade sont de passage à Paris.,800.0
,813,813.0,Charlemagne ordonne que soient punis les manquements à la corvée du guet.,813.0
,814,814.0,Inchald est évêque de Paris.,814.0
,28 janvier 814,814.0,Mort de Charlemagne. Son fils Louis [le Pieux] lui succède.,814.0
,814,814.0,Louis le Pieux visite les églises parisiennes.,814.0
,826,826.0,6e Concile de Paris pour examiner la question du culte des images.,826.0
,Juin 829,829.0,7e Concile de Paris. Approbation du partage des biens entre l'évêque et le chapitre.,829.0
,832,832.0,Erchanrade le Jeune est évêque de Paris.,832.0
,834,834.0,Débordement de la Seine.,834.0
,838,838.0,Louis le Pieux donne le comté de Paris à son fils Charles le Chauve.,838.0
,20 juin 840,840.0,Mort de Louis le Pieux.,840.0
,Septembre 841,841.0,Débordement de la Seine.,841.0
,Octobre 841,841.0,Conflit à Paris entre Charles le Chauve et son frère Lothaire.,841.0
,13 août 843,843.0,Le traité de Verdun donne le Parisis à Charles le Chauve.,843.0
,Mars 845,845.0,Les Normands pillent Paris.,845.0
,Avril 845,845.0,Charles le Chauve obtient leur départ pour 7 000 livres.,845.0
,Février 846,846.0,8e Concile de Paris.,846.0
,851,851.0,9e Concile de Paris.,851.0
,28 décembre 856,856.0,Retour des Normands qui incendient Paris.,856.0
,Vers 856-857,857.0,Charles le Chauve fait construire un nouveau pont au nord du Palais.,856.0
,857,857.0,Plusieurs basiliques et églises de Paris sont incendiées par les Normands.,857.0
,Janvier 861,861.0,L'église St-Germain-des-Prés est incendiée par les Normands et le Grand Pont détruit.,861.0
,25 juin 864,864.0,L'édit de Pitres confirme Paris comme atelier monétaire.,864.0
,22 avril 867,867.0,Charles le Chauve restitue l'île Notre-Dame à l'évêque de Paris.,867.0
,869,869.0,Retour des Normands qui pillent le monastère Saint-Germain-des-Prés.,869.0
,871,871.0,Ingelvin [ou Engelvin] est évêque de Paris.,871.0
,12 mai 872,872.0,Charles le Chauve donne l'abbaye Saint-Éloi à l'Église de Paris.,872.0
,877,877.0,Mort de Charles le Chauve ; son fils Louis [le Bègue] lui succède.,877.0
,Entre 877 et 885,885.0,Fortification du nouveau Grand-Pont et du Petit-Pont avec adjonction de tours.,885.0
,10 avril 879,879.0,Mort de Louis le Bègue ; son fils Louis [III] lui succède.,879.0
,5 août 882,882.0,Mort de Louis III ; son frère Carloman lui succède.,882.0
